Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return 
toucher,0.600,13839.999,3.870,10265,13.636
toucher,0.606,13845.137,3.797,10299,13.636
toucher,0.602,13850.238,3.787,10273,13.636
toucher,0.588,13855.335,3.817,10271,13.637
toucher,0.602,13860.529,3.853,10271,13.635
toucher,0.614,13865.722,3.894,10351,13.635
toucher,0.605,13870.936,3.865,10257,13.632
toucher,0.635,13876.231,3.913,10280,13.629
toucher,0.591,13881.378,3.840,10319,13.627
toucher,0.602,13886.726,4.017,10248,13.623
toucher,0.598,13892.035,3.984,10261,13.620
toucher,0.638,13897.212,3.839,10283,13.619
toucher,0.599,13902.274,3.784,10291,13.620
toucher,0.642,13907.520,3.881,10296,13.620
toucher,0.612,13912.743,3.892,10251,13.615
toucher,0.589,13917.892,3.867,10285,13.613
toucher,0.631,13923.169,3.911,10271,13.610
toucher,0.597,13928.380,3.910,10257,13.606
toucher,0.582,13933.573,3.885,10289,13.603
toucher,0.599,13938.727,3.873,10243,13.602
toucher,0.613,13943.876,3.841,10273,13.599
toucher,0.636,13949.491,3.933,10278,13.597
toucher,0.614,13954.728,3.892,10303,13.594
toucher,0.596,13959.912,3.868,10282,13.592
toucher,0.634,13965.144,3.876,10298,13.589
toucher,0.596,13970.356,3.892,10263,13.587
toucher,0.586,13975.510,3.888,10265,13.584
toucher,0.600,13980.743,3.913,10258,13.580
toucher,0.636,13985.938,3.837,10271,13.580
toucher,0.596,13991.275,3.952,10247,13.576
toucher,0.591,13996.523,3.943,10261,13.572
toucher,0.592,14001.720,3.889,10303,13.568
toucher,0.633,14006.970,3.854,10290,13.567
toucher,0.628,14012.210,3.872,10275,13.566
toucher,0.603,14017.249,3.763,10260,13.565
toucher,0.594,14022.360,3.820,10259,13.565
toucher,0.590,14027.623,3.925,10256,13.565
toucher,0.596,14032.867,3.930,10294,13.562
toucher,0.589,14038.118,3.934,10291,13.556
toucher,0.594,14043.507,4.036,10367,13.553
toucher,0.587,14048.652,3.835,10263,13.550
toucher,0.596,14053.814,3.864,10255,13.546
toucher,0.602,14058.988,3.863,10280,13.546
toucher,0.609,14064.234,3.902,10274,13.545
toucher,0.587,14069.496,3.932,10272,13.541
toucher,0.593,14074.579,3.775,10286,13.539
toucher,0.595,14079.801,3.919,10304,13.538
toucher,0.626,14085.157,4.006,10282,13.535
toucher,0.633,14090.363,3.884,10349,13.533
toucher,0.618,14095.873,4.160,10264,13.531
toucher,0.668,14101.393,4.097,10277,13.530
toucher,0.614,14106.777,4.055,10288,13.528
toucher,0.709,14112.448,4.213,10248,13.528
toucher,0.593,14118.011,4.108,10291,13.524
toucher,0.597,14123.440,4.032,10290,13.522
toucher,0.599,14128.760,4.035,10247,13.517
toucher,0.641,14134.332,4.154,10289,13.515
toucher,0.601,14140.021,4.056,10282,13.513
toucher,0.696,14145.749,4.226,10299,13.511
toucher,0.606,14151.253,4.114,10277,13.511
toucher,0.629,14156.611,3.943,10294,13.509
toucher,0.616,14161.985,3.971,10297,13.505
toucher,0.599,14167.313,4.005,10246,13.502
toucher,0.609,14172.852,3.937,10267,13.499
toucher,0.599,14178.216,3.977,10296,13.496
toucher,0.634,14183.496,3.907,10259,13.496
toucher,0.598,14188.978,4.063,10246,13.495
toucher,0.602,14194.377,3.958,10273,13.491
toucher,0.590,14199.703,3.991,10256,13.489
toucher,0.596,14204.876,3.879,10273,13.487
toucher,0.616,14210.267,3.983,10243,13.485
toucher,0.603,14215.674,3.912,10275,13.483
toucher,0.614,14221.054,3.997,10242,13.479
toucher,0.589,14226.377,3.906,10304,13.478
toucher,0.597,14231.633,3.894,10287,13.477
toucher,0.596,14236.896,3.936,10268,13.474
toucher,0.601,14242.182,4.022,10289,13.469
toucher,0.597,14247.401,3.906,10295,13.465
toucher,0.584,14252.749,3.985,10241,13.462
toucher,0.592,14258.391,3.864,10246,13.459
toucher,0.613,14263.738,3.942,10270,13.457
toucher,0.604,14269.408,4.012,10352,13.456
toucher,0.620,14274.668,3.903,10283,13.456
toucher,0.593,14279.882,3.905,10305,13.454
toucher,0.588,14285.130,3.878,10276,13.453
toucher,0.635,14290.361,3.822,10241,13.453
toucher,0.591,14295.564,3.858,10242,13.454
toucher,0.645,14301.111,3.992,10253,13.454
toucher,0.604,14306.555,4.045,10274,13.451
toucher,0.622,14311.808,3.876,10247,13.449
toucher,0.590,14317.061,3.955,10304,13.447
toucher,0.591,14322.251,3.808,10246,13.445
toucher,0.624,14327.515,3.879,10273,13.446
toucher,0.596,14332.938,4.038,10283,13.444
toucher,0.598,14338.322,4.012,10292,13.441
toucher,0.630,14343.668,3.878,10269,13.439
toucher,0.590,14349.108,3.974,10281,13.436
toucher,0.593,14354.274,3.886,10274,13.434
toucher,0.615,14359.550,3.870,10278,13.433
toucher,0.604,14364.908,3.982,10304,13.431
toucher,0.602,14370.470,4.030,10257,13.427
toucher,0.608,14375.774,3.877,10248,13.426
toucher,0.588,14381.055,3.906,10271,13.425
toucher,0.590,14386.367,3.982,10297,13.422
toucher,0.627,14391.686,3.977,10284,13.419
toucher,0.583,14397.076,3.998,10317,13.419
toucher,0.579,14402.567,3.914,10296,13.417
toucher,0.581,14407.894,3.953,10241,13.413
toucher,0.584,14413.152,3.874,10249,13.412
toucher,0.624,14418.395,3.896,10289,13.412
toucher,0.617,14423.812,3.993,10348,13.409
toucher,0.581,14429.029,3.933,10296,13.408
toucher,0.614,14434.505,3.981,10330,13.405
toucher,0.580,14439.913,4.056,10299,13.402
toucher,0.630,14445.311,3.965,10268,13.397
toucher,0.584,14450.550,3.886,10262,13.395
toucher,0.578,14455.781,3.860,10298,13.395
toucher,0.584,14461.083,3.912,10302,13.395
toucher,0.671,14466.850,4.347,10285,13.394
toucher,0.602,14472.150,3.950,10278,13.392
toucher,0.601,14477.617,4.041,10282,13.389
toucher,0.623,14482.942,3.966,10264,13.387
toucher,0.597,14488.391,4.064,10275,13.385
toucher,0.605,14494.001,4.123,10281,13.382
toucher,0.598,14499.334,3.980,10294,13.380
toucher,0.611,14504.668,4.011,10241,13.375
toucher,0.694,14510.108,4.027,10267,13.370
toucher,0.585,14515.729,4.061,10245,13.366
toucher,0.606,14521.280,4.145,10243,13.362
toucher,0.633,14526.777,3.977,10254,13.359
toucher,0.617,14532.317,3.958,10272,13.356
toucher,0.606,14537.765,4.069,10286,13.355
toucher,0.619,14542.993,3.884,10269,13.354
toucher,0.623,14548.390,4.048,10291,13.354
toucher,0.634,14553.903,4.099,10260,13.350
toucher,0.642,14559.309,4.006,10282,13.348
toucher,0.619,14564.807,4.076,10257,13.345
toucher,0.624,14570.723,4.023,10296,13.341
toucher,0.668,14576.146,4.036,10259,13.338
toucher,0.651,14581.615,4.090,10300,13.337
toucher,0.636,14587.238,4.027,10269,13.337
toucher,0.621,14592.509,3.937,10291,13.335
toucher,0.649,14597.985,4.014,10334,13.334
toucher,0.911,14603.735,4.065,10248,13.333
toucher,0.880,14610.607,5.261,10251,13.330
toucher,0.672,14616.197,4.222,10296,13.329
toucher,0.658,14621.476,3.942,10261,13.328
toucher,0.693,14626.950,4.019,10251,13.327
toucher,0.643,14632.293,3.974,10267,13.325
toucher,0.609,14637.518,3.890,10252,13.323
toucher,0.598,14642.829,3.952,10255,13.319
toucher,0.579,14648.076,3.938,10258,13.315
toucher,0.596,14653.329,3.906,10241,13.312
toucher,0.595,14658.558,3.901,10254,13.308
toucher,0.599,14663.689,3.833,10260,13.306
toucher,0.581,14668.910,3.912,10269,13.304
toucher,0.592,14674.115,3.881,10248,13.302
toucher,0.584,14679.308,3.873,10252,13.300
toucher,0.579,14684.544,3.920,10246,13.295
toucher,0.581,14689.750,3.910,10268,13.291
toucher,0.632,14694.919,3.851,10257,13.290
toucher,0.585,14700.097,3.903,10301,13.290
toucher,0.591,14705.079,3.769,10281,13.290
toucher,0.592,14710.161,3.792,10298,13.289
toucher,0.630,14715.400,3.909,10252,13.290
toucher,0.602,14720.576,3.859,10245,13.289
toucher,0.587,14725.877,3.961,10354,13.286
toucher,0.632,14731.158,3.928,10258,13.282
toucher,0.621,14736.306,3.832,10259,13.281
toucher,0.611,14741.500,3.864,10289,13.281
toucher,0.600,14746.531,3.776,10247,13.281
toucher,0.620,14751.774,3.888,10303,13.281
toucher,0.587,14756.783,3.738,10261,13.282
toucher,0.598,14762.047,3.942,10299,13.282
toucher,0.596,14767.122,3.760,10251,13.284
toucher,0.592,14772.179,3.799,10283,13.283
toucher,0.594,14777.459,3.955,10289,13.283
toucher,0.619,14782.631,3.861,10244,13.281
toucher,0.596,14787.913,3.942,10282,13.281
toucher,0.591,14793.101,3.870,10243,13.280
toucher,0.615,14798.253,3.811,10242,13.279
toucher,0.588,14803.450,3.874,10288,13.279
toucher,0.596,14808.582,3.853,10299,13.279
toucher,0.585,14813.651,3.783,10264,13.280
toucher,0.586,14818.794,3.849,10257,13.279
toucher,0.618,14823.984,3.856,10298,13.279
toucher,0.607,14829.207,3.883,10264,13.278
toucher,0.615,14834.361,3.819,10301,13.277
toucher,0.602,14839.500,3.804,10279,13.277
toucher,0.589,14844.639,3.876,10267,13.277
toucher,0.592,14849.772,3.825,10251,13.276
toucher,0.600,14855.008,3.902,10280,13.275
toucher,0.590,14860.249,3.902,10257,13.274
toucher,0.596,14865.410,3.850,10288,13.274
toucher,0.609,14870.603,3.861,10250,13.272
toucher,0.628,14876.177,3.929,10299,13.270
toucher,0.618,14881.315,3.835,10294,13.269
toucher,0.605,14886.477,3.849,10303,13.269
toucher,0.592,14891.597,3.832,10268,13.268
toucher,0.606,14896.811,3.872,10292,13.268
toucher,0.586,14901.945,3.829,10265,13.267
toucher,0.615,14907.116,3.861,10258,13.267
toucher,0.595,14912.314,3.870,10287,13.265
toucher,0.602,14917.396,3.799,10262,13.265
toucher,0.597,14922.563,3.851,10255,13.263
toucher,0.623,14927.790,3.871,10275,13.263
toucher,0.595,14933.017,3.920,10309,13.262
toucher,0.606,14938.165,3.820,10280,13.261
toucher,0.591,14943.430,3.948,10297,13.260
toucher,0.596,14948.586,3.831,10257,13.259
toucher,0.681,14953.830,3.869,10278,13.258
toucher,0.594,14959.051,3.893,10327,13.257
toucher,0.591,14964.146,3.805,10273,13.256
toucher,0.621,14969.413,3.926,10291,13.255
toucher,0.596,14974.614,3.876,10303,13.252
toucher,0.613,14979.929,3.947,10294,13.251
toucher,0.597,14985.189,3.930,10295,13.248
toucher,0.594,14990.281,3.800,10262,13.246
toucher,0.591,14995.407,3.835,10252,13.246
toucher,0.616,15000.535,3.816,10264,13.246
toucher,0.602,15005.831,3.946,10241,13.244
toucher,0.593,15011.082,3.940,10252,13.241
toucher,0.596,15016.353,3.937,10315,13.237
toucher,0.595,15021.508,3.855,10254,13.236
toucher,0.599,15026.717,3.928,10258,13.232
toucher,0.610,15032.081,4.010,10294,13.228
toucher,0.625,15037.336,3.909,10273,13.225
toucher,0.625,15042.625,3.919,10273,13.223
toucher,0.606,15047.870,3.933,10267,13.219
toucher,0.587,15053.023,3.878,10242,13.216
toucher,0.613,15058.238,3.900,10344,13.213
toucher,0.586,15063.447,3.911,10249,13.210
toucher,0.615,15068.665,3.888,10248,13.209
toucher,0.596,15073.963,3.941,10367,13.206
toucher,0.597,15079.203,3.923,10264,13.203
toucher,0.628,15084.479,3.929,10278,13.200
toucher,0.617,15089.785,3.970,10325,13.197
toucher,0.590,15094.978,3.874,10340,13.196
toucher,0.587,15100.118,3.854,10304,13.194
toucher,0.611,15105.275,3.840,10263,13.194
toucher,0.626,15110.540,3.909,10242,13.191
toucher,0.597,15115.839,3.960,10256,13.189
toucher,0.629,15121.044,3.844,10299,13.186
toucher,0.630,15126.443,4.021,10294,13.183
toucher,0.580,15131.636,3.890,10279,13.180
toucher,0.605,15136.828,3.901,10249,13.177
toucher,0.610,15142.025,3.874,10290,13.175
toucher,0.577,15147.263,3.917,10247,13.172
toucher,0.583,15152.512,3.928,10246,13.170
toucher,0.595,15157.799,3.949,10282,13.166
toucher,0.581,15162.903,3.805,10249,13.164
toucher,0.587,15168.124,3.904,10278,13.162
toucher,0.587,15173.226,3.820,10273,13.162
toucher,0.589,15178.351,3.815,10301,13.160
toucher,0.587,15183.901,3.932,10278,13.160
toucher,0.620,15189.149,3.882,10292,13.158
toucher,0.579,15194.259,3.827,10339,13.158
toucher,0.612,15199.478,3.905,10259,13.157
toucher,0.585,15204.585,3.821,10314,13.157
toucher,0.589,15209.663,3.808,10242,13.157
toucher,0.579,15214.878,3.913,10270,13.155
toucher,0.580,15220.101,3.934,10275,13.152
toucher,0.584,15225.240,3.834,10272,13.151
toucher,0.586,15230.283,3.827,10286,13.151
toucher,0.590,15235.346,3.809,10243,13.150
toucher,0.584,15240.469,3.839,10297,13.150
toucher,0.588,15245.623,3.889,10321,13.149
toucher,0.584,15250.896,3.972,10267,13.144
toucher,0.587,15256.191,3.974,10291,13.139
toucher,0.579,15261.524,3.977,10301,13.134
toucher,0.583,15266.736,3.899,10274,13.130
toucher,0.606,15272.177,4.045,10255,13.126
toucher,0.650,15277.547,3.950,10284,13.124
toucher,0.598,15282.741,3.887,10245,13.122
toucher,0.578,15287.870,3.841,10268,13.121
toucher,0.640,15293.114,3.895,10275,13.120
toucher,0.577,15298.330,3.887,10288,13.119
toucher,0.574,15303.523,3.899,10262,13.116
toucher,0.601,15308.681,3.846,10267,13.114
toucher,0.579,15313.968,3.898,10290,13.111
toucher,0.595,15319.238,3.948,10302,13.108
toucher,0.622,15324.464,3.917,10281,13.106
toucher,0.579,15329.544,3.802,10274,13.105
toucher,0.584,15334.759,3.912,10300,13.104
toucher,0.593,15339.973,3.909,10288,13.102
toucher,0.607,15345.194,3.876,10270,13.099
toucher,0.589,15350.380,3.892,10257,13.098
toucher,0.600,15355.650,3.935,10272,13.096
toucher,0.602,15360.823,3.879,10281,13.094
toucher,0.613,15366.194,3.858,10271,13.092
toucher,0.656,15371.380,3.827,10241,13.093
toucher,0.578,15376.597,3.908,10265,13.091
toucher,0.588,15381.647,3.775,10282,13.090
toucher,0.577,15386.877,3.901,10284,13.090
toucher,0.608,15392.095,3.891,10256,13.090
toucher,0.580,15397.295,3.896,10298,13.090
toucher,0.585,15402.452,3.874,10296,13.087
toucher,0.610,15407.680,3.886,10303,13.086
toucher,0.581,15412.830,3.832,10302,13.086
toucher,0.591,15417.975,3.830,10294,13.086
toucher,0.587,15423.119,3.833,10267,13.085
toucher,0.585,15428.350,3.951,10286,13.084
toucher,0.609,15433.533,3.882,10266,13.082
toucher,0.597,15438.768,3.914,10310,13.079
toucher,0.602,15443.967,3.874,10271,13.077
toucher,0.583,15449.108,3.877,10248,13.076
toucher,0.591,15454.170,3.809,10272,13.076
toucher,0.605,15459.238,3.758,10260,13.077
toucher,0.609,15464.519,3.925,10285,13.075
toucher,0.589,15469.685,3.882,10251,13.073
toucher,0.582,15474.899,3.876,10268,13.071
toucher,0.581,15480.153,3.953,10276,13.070
toucher,0.590,15485.604,3.823,10259,13.069
toucher,0.594,15490.642,3.743,10277,13.070
toucher,0.593,15495.845,3.900,10271,13.071
toucher,0.591,15501.105,3.937,10246,13.067
toucher,0.618,15506.322,3.913,10297,13.066
toucher,0.625,15511.553,3.896,10269,13.064
toucher,0.577,15516.833,3.996,10286,13.061
toucher,0.596,15521.963,3.835,10368,13.060
toucher,0.603,15527.097,3.801,10249,13.061
toucher,0.599,15532.312,3.884,10302,13.059
toucher,0.601,15537.560,3.901,10322,13.058
toucher,0.587,15542.749,3.916,10293,13.056
toucher,0.577,15547.937,3.898,10265,13.055
toucher,0.604,15553.090,3.847,10259,13.053
toucher,0.583,15558.333,3.936,10269,13.050
toucher,0.597,15563.465,3.806,10255,13.049
toucher,0.582,15568.726,3.961,10252,13.047
toucher,0.592,15573.897,3.848,10300,13.046
toucher,0.578,15579.081,3.907,10301,13.044
toucher,0.580,15584.320,3.926,10259,13.041
toucher,0.573,15589.520,3.880,10297,13.039
toucher,0.580,15594.739,3.913,10254,13.038
toucher,0.602,15600.039,3.963,10276,13.035
toucher,0.619,15605.262,3.881,10260,13.033
toucher,0.579,15610.350,3.779,10266,13.033
toucher,0.597,15615.394,3.761,10280,13.033
toucher,0.603,15620.597,3.867,10297,13.033
toucher,0.579,15625.691,3.821,10265,13.033
toucher,0.604,15630.838,3.841,10269,13.032
toucher,0.595,15636.070,3.916,10300,13.031
toucher,0.587,15641.270,3.855,10260,13.031
toucher,0.595,15646.478,3.907,10281,13.028
toucher,0.597,15651.537,3.828,10270,13.027
toucher,0.603,15656.672,3.840,10291,13.028
toucher,0.581,15661.930,3.954,10300,13.025
toucher,0.604,15667.121,3.873,10283,13.022
toucher,0.602,15672.354,3.889,10341,13.021
toucher,0.586,15677.501,3.839,10273,13.021
toucher,0.664,15682.619,3.754,10243,13.020
toucher,0.585,15687.810,3.928,10250,13.021
toucher,0.592,15693.077,3.955,10261,13.019
toucher,0.617,15698.295,3.888,10266,13.017
toucher,0.591,15703.424,3.855,10264,13.015
toucher,0.621,15708.601,3.838,10280,13.014
toucher,0.611,15713.839,3.876,10288,13.013
toucher,0.621,15719.008,3.848,10271,13.014
toucher,0.601,15724.161,3.845,10242,13.013
toucher,0.593,15729.414,3.937,10295,13.011
toucher,0.589,15734.656,3.901,10287,13.009
toucher,0.583,15739.704,3.785,10290,13.009
toucher,0.585,15744.792,3.799,10285,13.009
toucher,0.596,15749.786,3.746,10276,13.010
toucher,0.600,15754.814,3.734,10293,13.010
toucher,0.584,15760.057,3.966,10258,13.011
toucher,0.586,15765.170,3.813,10244,13.009
toucher,0.609,15770.256,3.800,10257,13.009
toucher,0.590,15775.337,3.831,10248,13.009
toucher,0.579,15780.426,3.810,10247,13.009
toucher,0.582,15785.961,3.897,10272,13.008
toucher,0.580,15791.111,3.863,10271,13.007
toucher,0.606,15796.251,3.849,10330,13.006
toucher,0.584,15801.461,3.879,10282,13.005
toucher,0.577,15806.482,3.760,10254,13.005
toucher,0.588,15811.580,3.809,10256,13.006
toucher,0.576,15816.729,3.868,10289,13.007
toucher,0.588,15821.864,3.832,10253,13.006
toucher,0.585,15827.017,3.848,10356,13.006
toucher,0.587,15832.246,3.934,10325,13.005
toucher,0.573,15837.361,3.853,10255,13.005
toucher,0.588,15842.437,3.797,10253,13.005
toucher,0.585,15847.608,3.879,10295,13.004
toucher,0.603,15852.776,3.835,10245,13.004
toucher,0.606,15857.998,3.911,10295,13.003
toucher,0.620,15863.140,3.820,10246,13.004
toucher,0.581,15868.230,3.836,10299,13.001
toucher,0.578,15873.390,3.891,10273,13.002
toucher,0.580,15878.609,3.919,10247,13.001
toucher,0.578,15883.746,3.837,10245,13.000
toucher,0.578,15888.859,3.837,10270,12.999
toucher,0.582,15893.944,3.808,10287,13.000
toucher,0.576,15899.111,3.857,10263,12.998
toucher,0.597,15904.326,3.909,10247,12.998
toucher,0.596,15909.568,3.901,10281,12.995
toucher,0.579,15914.690,3.839,10352,12.996
toucher,0.582,15919.913,3.935,10301,12.993
toucher,0.588,15925.081,3.884,10303,12.991
toucher,0.631,15930.306,3.867,10298,12.991
toucher,0.588,15935.605,3.979,10264,12.988
toucher,0.579,15940.813,3.957,10272,12.985
toucher,0.597,15946.022,3.878,10277,12.982
toucher,0.601,15951.276,3.951,10289,12.981
toucher,0.582,15956.444,3.865,10273,12.979
toucher,0.580,15961.561,3.842,10286,12.978
toucher,0.602,15966.774,3.908,10251,12.977
toucher,0.619,15971.904,3.799,10244,12.976
toucher,0.609,15977.101,3.901,10340,12.976
toucher,0.587,15982.300,3.881,10275,12.975
toucher,0.583,15987.765,4.063,10266,12.974
toucher,0.615,15992.976,3.876,10250,12.973
toucher,0.582,15998.146,3.843,10270,12.970
toucher,0.588,16003.329,3.889,10275,12.970
toucher,0.592,16008.517,3.889,10301,12.968
toucher,0.602,16013.670,3.861,10283,12.966
toucher,0.584,16018.885,3.901,10247,12.965
toucher,0.593,16024.144,3.949,10246,12.962
toucher,0.624,16029.367,3.867,10289,12.960
toucher,0.588,16034.498,3.844,10301,12.959
toucher,0.572,16039.740,3.919,10268,12.956
toucher,0.590,16045.034,3.966,10290,12.955
toucher,0.580,16050.172,3.884,10263,12.953
toucher,0.576,16055.321,3.847,10285,12.951
toucher,0.584,16060.567,3.938,10301,12.948
toucher,0.583,16065.867,3.979,10281,12.946
toucher,0.582,16071.071,3.919,10284,12.943
toucher,0.600,16076.259,3.885,10335,12.942
toucher,0.643,16081.542,3.896,10299,12.940
toucher,0.609,16087.147,3.954,10377,12.938
toucher,0.585,16092.384,3.958,10279,12.935
toucher,0.584,16097.635,3.938,10268,12.932
toucher,0.608,16102.955,3.981,10287,12.928
toucher,0.591,16108.161,3.898,10248,12.925
toucher,0.585,16113.380,3.907,10288,12.922
toucher,0.579,16118.546,3.869,10260,12.919
toucher,0.584,16123.709,3.849,10258,12.918
toucher,0.593,16129.741,4.656,10258,12.916
toucher,0.578,16134.922,3.853,10264,12.916
toucher,0.600,16140.284,4.022,10286,12.913
toucher,0.576,16145.469,3.867,10279,12.911
toucher,0.602,16150.746,3.953,10302,12.909
toucher,0.609,16155.932,3.855,10272,12.905
toucher,0.583,16161.208,3.936,10247,12.903
toucher,0.598,16166.454,3.941,10299,12.899
toucher,0.630,16171.629,3.832,10292,12.897
toucher,0.577,16176.834,3.900,10287,12.894
toucher,0.622,16182.113,3.929,10298,12.893
toucher,0.612,16187.364,3.913,10305,12.890
toucher,0.583,16192.621,3.936,10248,12.888
toucher,0.577,16197.802,3.891,10272,12.887
toucher,0.608,16203.029,3.920,10278,12.884
toucher,0.598,16208.320,3.949,10271,12.881
toucher,0.574,16213.768,4.104,10243,12.878
toucher,0.587,16218.911,3.841,10258,12.876
toucher,0.593,16224.211,3.964,10290,12.875
toucher,0.596,16229.516,3.974,10246,12.872
toucher,0.576,16234.776,3.939,10366,12.869
toucher,0.581,16239.925,3.886,10268,12.866
toucher,0.583,16245.122,3.879,10254,12.865
toucher,0.587,16250.381,3.822,10276,12.863
toucher,0.619,16255.661,3.927,10294,12.862
toucher,0.576,16260.864,3.902,10279,12.861
toucher,0.575,16266.077,3.917,10285,12.858
toucher,0.581,16271.325,3.940,10293,12.855
toucher,0.580,16276.526,3.934,10251,12.851
toucher,0.580,16281.821,3.992,10287,12.848
toucher,0.591,16287.200,4.044,10244,12.844
toucher,0.622,16292.493,3.937,10259,12.841
toucher,0.606,16297.760,3.919,10277,12.839
toucher,0.600,16303.016,3.949,10286,12.835
toucher,0.630,16308.351,3.980,10310,12.831
toucher,0.594,16313.649,3.989,10326,12.827
toucher,0.598,16318.944,3.969,10305,12.825
toucher,0.604,16324.171,3.895,10294,12.824
toucher,0.577,16329.316,3.852,10294,12.823
toucher,0.582,16334.366,3.780,10272,12.823
toucher,0.588,16339.507,3.836,10294,12.822
toucher,0.590,16344.704,3.888,10256,12.823
toucher,0.577,16349.944,3.985,10244,12.819
toucher,0.578,16355.198,3.951,10301,12.816
toucher,0.624,16360.512,3.957,10276,12.812
toucher,0.580,16365.689,3.877,10243,12.809
toucher,0.574,16370.924,3.912,10266,12.807
toucher,0.601,16376.096,3.877,10294,12.806
toucher,0.586,16381.300,3.890,10261,12.804
toucher,0.594,16386.475,3.871,10257,12.804
toucher,0.605,16391.729,3.890,10276,12.803
toucher,0.599,16397.216,3.861,10263,12.800
toucher,0.580,16402.434,3.916,10244,12.798
toucher,0.637,16407.714,3.922,10354,12.796
toucher,0.589,16412.976,3.950,10295,12.794
toucher,0.613,16418.142,3.848,10258,12.794
toucher,0.579,16423.250,3.853,10267,12.793
toucher,0.584,16428.499,3.918,10283,12.791
toucher,0.577,16433.759,3.953,10248,12.787
toucher,0.590,16439.041,3.965,10272,12.784
toucher,0.583,16444.247,3.917,10362,12.781
toucher,0.584,16449.445,3.878,10254,12.780
toucher,0.581,16454.599,3.882,10265,12.778
toucher,0.587,16459.745,3.822,10292,12.777
toucher,0.576,16464.882,3.864,10271,12.777
toucher,0.592,16470.071,3.906,10244,12.776
toucher,0.624,16475.353,3.958,10260,12.774
toucher,0.580,16480.555,3.883,10243,12.770
toucher,0.578,16485.772,3.934,10294,12.767
toucher,0.589,16491.013,3.924,10305,12.765
toucher,0.619,16496.229,3.868,10274,12.764
toucher,0.582,16501.397,3.902,10301,12.764
toucher,0.639,16506.609,3.836,10285,12.763
toucher,0.582,16511.858,3.871,10340,12.762
toucher,0.578,16517.015,3.873,10243,12.761
toucher,0.579,16522.199,3.871,10303,12.759
toucher,0.588,16527.457,3.956,10423,12.758
toucher,0.656,16532.900,4.058,10313,12.755
toucher,0.615,16538.200,3.972,10286,12.751
toucher,0.578,16543.442,3.908,10256,12.749
toucher,0.605,16548.789,3.929,10303,12.748
toucher,0.591,16554.095,3.933,10257,12.746
toucher,0.592,16559.223,3.840,10278,12.746
toucher,0.630,16564.494,3.912,10264,12.745
toucher,0.581,16569.735,3.949,10286,12.742
toucher,0.579,16574.936,3.936,10250,12.739
toucher,0.578,16580.068,3.817,10259,12.739
toucher,0.641,16585.281,3.855,10254,12.737
toucher,0.585,16590.586,4.004,10275,12.737
toucher,0.649,16595.818,3.858,10276,12.737
toucher,0.579,16601.066,3.918,10245,12.736
toucher,0.589,16606.325,3.938,10273,12.732
toucher,0.587,16611.571,3.973,10269,12.729
toucher,0.610,16616.770,3.868,10295,12.727
toucher,0.580,16621.985,3.912,10264,12.724
toucher,0.598,16627.217,3.922,10257,12.722
toucher,0.617,16632.511,3.932,10316,12.720
toucher,0.612,16637.763,3.913,10260,12.718
toucher,0.578,16643.001,3.925,10288,12.715
toucher,0.582,16648.179,3.913,10272,12.713
toucher,0.589,16653.308,3.851,10351,12.711
toucher,0.583,16658.592,3.977,10282,12.711
toucher,0.577,16663.769,3.904,10300,12.709
toucher,0.583,16668.884,3.819,10261,12.708
toucher,0.578,16674.130,3.940,10305,12.707
toucher,0.575,16679.241,3.805,10249,12.707
toucher,0.584,16684.399,3.888,10285,12.705
toucher,0.587,16689.661,3.941,10311,12.703
toucher,0.601,16694.910,3.907,10291,12.702
toucher,0.622,16700.459,3.880,10284,12.701
toucher,0.607,16705.627,3.842,10257,12.698
toucher,0.579,16710.721,3.809,10266,12.699
toucher,0.587,16715.876,3.838,10290,12.698
toucher,0.582,16721.119,3.946,10268,12.698
toucher,0.597,16726.311,3.878,10294,12.696
toucher,0.576,16731.392,3.808,10262,12.696
toucher,0.603,16736.532,3.836,10250,12.695
toucher,0.579,16741.809,3.972,10250,12.692
toucher,0.607,16747.079,3.905,10271,12.690
toucher,0.599,16752.372,3.983,10272,12.690
toucher,0.659,16757.595,3.883,10271,12.687
toucher,0.579,16762.749,3.833,10255,12.687
toucher,0.582,16767.849,3.820,10252,12.687
toucher,0.593,16773.078,3.886,10293,12.686
toucher,0.582,16778.227,3.864,10254,12.686
toucher,0.584,16783.522,3.964,10300,12.684
toucher,0.574,16788.734,3.925,10243,12.681
toucher,0.577,16793.896,3.883,10278,12.679
toucher,0.581,16799.017,3.819,10261,12.678
toucher,0.580,16804.137,3.828,10276,12.677
toucher,0.586,16809.325,3.896,10283,12.676
toucher,0.580,16814.571,3.931,10273,12.675
toucher,0.578,16819.837,3.959,10298,12.672
toucher,0.580,16824.983,3.861,10298,12.670
toucher,0.600,16830.173,3.891,10255,12.668
toucher,0.580,16835.466,3.963,10257,12.667
toucher,0.579,16840.586,3.821,10268,12.666
toucher,0.589,16845.711,3.836,10299,12.667
toucher,0.574,16850.911,3.884,10258,12.664
toucher,0.582,16856.155,3.907,10298,12.663
toucher,0.629,16861.347,3.861,10273,12.661
toucher,0.577,16866.523,3.915,10266,12.660
toucher,0.588,16871.758,3.900,10248,12.658
toucher,0.609,16877.103,4.006,10298,12.653
toucher,0.614,16882.318,3.874,10261,12.650
